"title","id","year"
"Diseño de un modelo basado en agentes para simular el crecimiento urbano en el Corredor del Henares (Comunidad de Madrid)","11624693831362895222",2016,model
"Urban development modelling: a survey","6072631576790436537",2019,theory
"Geocomputation using cellular automata","17164326613999919943",2000,theory
"Systèmes multi-agents pour la simulation en géographie: vers une Géographie Artificielle","13838801581266143766",2005,theory
" Intra and inter-city networks of multinational firms (2010–2019)","14650663455860696566",2021,empirical
"Modelling the impacts of land system dynamics on human well-being: Using an agent-based approach to cope with data limitations in Koper, Slovenia","7433045162503404882",2012,model
"Monitoring and analysis of urban growth process using Remote Sensing, GIS and Cellular Automata modeling: A case study of Xuzhou city, China","5107493463996236017",2014,model
"环境剧变, 文化断裂与伊克化","8168226670314404670",2014,NA
" Document version: Ver1. 0 WP number: WP3 Lead beneficiary: INRAE Main author (s): Myriam Grillot (INRAE), Aurélien Peter (INRAE), Claire Triolet (INRAE) …","17708686359342662215",NA,NA
"A review of urban residential choice models using agent-based modeling","3753823341856275402",2014,theory
"Living in living cities","4750685110100577573",2013,theory
"Geographic automata systems","3351927862062134563",2005,theory
"A model of road network and buildings extension co-evolution","14739715137994834697",2014,model
"基于多智能体的旅游乡村聚落用地格局演变模拟--以野三坡旅游区苟各庄村为例","13038355009650444614",2019,NA
"Characterising and modeling the co-evolution of transportation networks and territories","15981576282195943631",2021,model
"Cellular Automata-Based Suitability Analysis for Dense Urban Areas: The Case of Istanbul","3776768087433636244",2023,model
" Framing settlement systems as spatial adaptive systems","15365692317121532536",2024,theory
"Modélisation de la diffusion d'innovations par la simulation multi-agents. L'exemple d'une innovation en milieu rural.","5466349637549980702",2002,model
" Modelling urban growth using cellular automata: a case study of Sydney, Australia","10440405527256036993",NA,model
"La résilience des territoires littoraux face au risque de submersion marine. Application sur les territoires de la Charente-Maritime et de la Somme","13154649865490047733",2017,empirical
"Examination of the effects of new transportation technologies and business models on urban structure","16701355500722198360",2024,empirical
"Les modèles d'auto-organisation et le changement urbain","2866716732788339678",1998,theory
" 苏州城市游憩场点系统空间结构分形","18162025567015432177",NA,NA
"Un système intermédiaire","10905928406148786133",2012,theory
"Toward micro-scale spatial modeling of gentrification","4577025090766532470",2002,theory
"Complex systems science and urban science: towards applications to sustainability trade-offs in territorial systems","13050314390762161841",2022,theory
" Integration of agent-based and cellular automata models for simulating urban sprawl","12340198797557898426",2004,model
"Evaluation participative de scénarios: quelles perspectives pour les systèmes agricoles camarguais?","9736862014226159510",2011,empirical
"Strong coupling between scales in a multi-scalar model of urban dynamics","6386253392702360801",2021,model
"On the 'complexity turn'in planning: An adaptive rationale to navigate spaces and times of uncertainty","1099507861700683394",2019,theory
"Comparer les morphogénèses urbaines en Europe et aux États-Unis par la simulation à base d'agents--Approches multi-niveaux et environnements de simulation …","9226287062305668505",2010,model
"Intertwining agents and environments","11892424560834432215",2015,theory
"A cellular automata model for urban land-use simulation","487139779145174998",2005,model
"La modélisation du temps dans la simulation à base d'agents","2518667170302170096",2015,theory
"Complex landscapes of spatial interaction","14899094039359228098",2001,theory
"How land-use-transportation models work","3308205382925568887",2000,theory
" Algorithmic approaches to simulating animal movement using agent-based models","14911741552030892231",2024,theory
" Using a hybrid model for investigating residential segregation: An empirical and simulation-based study","12957862741105694272",2013,model
" 基于共词分析的元胞自动机理论在土地研究领域中的可视化分析","1689463862462843147",2010,NA
"Complexity theories of cities have come of age: an overview with implications to urban planning and design","17863186171201191667",2012,theory
" ИНТЕГРАЦИЯ РОССИЙСКИХ ГОРОДОВ В ГЛОБАЛЬНЫЕ ЭКОНОМИЧЕСКИЕ СЕТИ (2010-2020)","14807298085486608315",2021,NA
"A Subjective Geographer's Experience of Pandemic and Confidence in Systems of Cities","17241940663578131115",2023,theory
"The simpoplocal model","6924969497820991742",2017,model
" The structure and dynamics of cities","15936516529705678468",2016,theory
" 基于多智能体的土地利用模拟与规划模型","14986925741243943251",NA,NA
"City Size Distributions","16839147792778067376",2025,theory
"Urban sprawl simulation linking macro-scale processes to micro-dynamics through cellular automata, an application in Thessaloniki, Greece","16114231483560070247",2012,model
" Bio-inspired mechanisms for artificial self-organised systems","2911758460414080042",2006,theory
"Micro-Level Emergency Response: 3D Geometric Network and an Agent-Based Model","17772035759246861919",2009,model
"Remote Sensing Applications in Population Estimation, Regression Analysis, and Urban Growth Simulation Modeling for a Middle Eastern City","2820148603280914499",2021,model
"How agent heterogeneity, model structure and input data determine the performance of an empirical ABM–A real-world case study on residential mobility","4825706936553857241",2016,method
"Interactive, open source, travel time scenario modelling: tools to facilitate participation in health service access analysis","10269070721539343941",2017,tool
" Cities in globalization: Practices, policies and theories","17362444158391894287",2006,theory
" Cellular automata and agent-based models","3558596702589682348",2014,theory
"UFlow 1.0: A Computer Model for Projections of Urban Sprawl","7139408853013910064",2020,model
"Urban growth models and calibration methods: a case study of Athens, Greece","6377996484570032580",2022,method
"Towards a comprehensive framework for modeling urban spatial dynamics","10213909463460241850",2009,model
" Mutations du système de villes belges. Évolution du profil économique des régions urbaines entre 1981 et 2006","6091877958999629529",2015,empirical
"Multi-agent based modeling of spatiotemporal dynamical urban growth in developing countries: simulating future scenarios of Lianyungang city, China","2913213027558996677",2015,model
"Simulating geographical systems using cellular automata and agent-based models","14184299985396771178",2022,model
" Cities on the coast and patterns of movement between population growth and diffusion","13164031701415857454",2021,empirical
"Agriculture en zone urbaine et périurbaine de Libreville: dynamiques spatiales, acteurs et enjeux environnementaux","16097896920601845778",2022,empirical
"Towards a (socio-ecological) science of settlement: Relational dynamics as a basis for place","14792364793168532113",2019,theory
" GeoComputation","4052981162396561414",2000,theory
" Don't Fix It if It Ain't Broke","15742849947639315935",2018,theory
"Croissance et sélection dans le système des villes européennes (1600-2000)","6014789374007006886",1999,empirical
" Accroche-toi au niveau, j'enlève l'échelle","18071460491575520981",2010,theory
" Understanding urban growth modeling in Africa: Dynamics, drivers, and challenges","4119495967073440447",2024,theory
"Mathematical models to explain the origin of urban scaling laws","8583565396233278188",2023,theory
"Le développement territorial face à la métropolisation: une application au cas de la région Midi-Pyrénées","2362921075259619739",2018,empirical
"Decoupling geographical constraints from human mobility","843018301817253287",2025,empirical
"Introduction to agent-based modelling","9780009151283235459",2011,theory
"Spatial polarisation within foreign trade and transnational firms' networks. The Case of Central and Eastern Europe","18120344019504087714",2019,empirical
"A software coupling approach to assess low-cost soil conservation strategies for highland agriculture in Vietnam","16982488325714582560",2013,model
" Developing a cohesive space-time information framework for analyzing movement trajectories in real and simulated environments","13037321230925526453",2011,model
"Residential Concentration Pattern Analysis and of Urban Cluster Dynamics Assessment.","10493726815452712340",2006,empirical
"A Review Study on the Historical Evolution of Different Land-use and Transport Integration (LUTI) Modeling Approaches and Future Research Challenges","948467881260525601",2022,theory
" Modelling the growth of two rapidly urbanizing Indian cities","14599079891566194276",2017,model
"CA City: Simulating urban growth through the application of Cellular Automata","1123843796492260357",2011,model
"A third wave in the economics of climate change","5385361061781076748",2015,theory
" Trayectoria, evolución y estructura del sistema de ciudades: el caso de la región del Bío-Bío (Chile)","5771500823692672093",2016,empirical
"Land-use change dynamics and urban growth simulations in a medium-sized city of Mangaluru, India through CA-based SLEUTH urban growth model","16240663405286143027",2022,model
" Sciences urbaines: interdisciplinarités passive, naïve, transitive, offensive","2022536299526031049",2015,theory
"LandSys II: Agent-based land use–forecast model with artificial neural networks and multiagent model","7618539073401738805",2015,model
"Cities and transport networks in shipping and logistics research","6289552798478929099",2013,theory
"From Schelling to spatially explicit modeling of urban ethnic and economic residential dynamics","15294051023800809097",2009,theory
"Hierarchies defined through human mobility","7825629353872975117",2020,theory
" 道路交通系统对区域工业布局的影响","11335857092027096083",NA,NA
" Modellierung der Landnutzungsdynamik in Zentralbenin mit dem XULU-Framework","2527147417848830156",2008,model
"Chapitre 7. La modélisation à base d'agents et la simulation par systèmes multi-agents de sociétés d'agents intentionnels","8227972420274090130",2014,theory
"Agent-based models and self-organisation: Addressing common criticisms and the role of agent-based modelling in urban planning","1659202879080540480",2016,theory
"Modeling the co-evolution of cities and networks","12251819305941399669",2021,model
"An intermediate system. Trajectories of Russian cities between general dynamics and specific histories","4024777500619453065",2012,empirical
"Urban expansion in Auckland, New Zealand: a GIS simulation via an intelligent self-adapting multiscale agent-based model","7096931905202444663",2020,model
" Investigating impacts of alternative crop market scenarios on land use change with an agent-based model","11264380793037097802",2015,model
" Modélisation spatio-temporelle d'activités humaines à fort impact environnemental","10685428001270625047",2005,model
"Genetic algorithm evaluation of green search allocation policies in multilevel complex urban scenarios","8411123593762214533",2015,method
"Conclusion: Perspectives on urban theories","15223750974973233377",2020,theory
"Innovation dynamics in multi-scalar systems of cities","6572796043055923502",2023,model
"An urban morphogenesis model capturing interactions between networks and territories","300999667722589940",2019,model
"Integrated models of land use and transportation for the autonomous vehicle revolution","10762581915632061750",2019,theory
"Les villes comme agents: simulation des futurs possibles du système urbain européen","1375841644747219363",2010,model
" Multi-agent simulation for modeling urban sprawl in the greater toronto area","4532732860179862006",2010,model
" An integrated geospatial analysis of land suitability for urban expansion in Lokoja, Nigeria","10626480018813998545",2013,empirical
"'Pulsing'cities and 'swarming'metropolises: A simplified, entropy-based approach to long-term urban development","7903157942823339673",2022,model
" Un cadre conceptuel pour modéliser les grandes transitions des systèmes de peuplements de 70 000 BP à aujourd'hui","17813402493635280316",2014,theory
" Modelling forests as social-ecological systems: A systematic comparison of agent-based approaches","2720183678085523695",2024,theory
"Cellular automata for urban growth modelling: A review on factors defining transition rules","12551685570215462225",2016,theory
"An unsupervised machine learning approach to the spatial analysis of urban systems through neighbourhoods' dynamics","552703870556388249",2024,empirical
"Dynamisme rural: l'effet des petites villes","3427504915284756822",2004,empirical
" Land Change in Latin American Urban Peripheries: An Agent-Based Model of Land Transaction with Informal mechanisms","17594260193926400119",NA,model
"Modelling regional cropping patterns under scenarios of climate and socio-economic change in Hungary","2360673538814560738",2018,model
" Etude de géographie théorique et expérimentale","2281308134011046997",NA,theory
" AgriLOVE: agriculture, land-use and technical change in an evolutionary, agent-based model","2570562068031501391",2023,model
"Urban growth dynamics modeling through urban DNA in Tehran metropolitan region","10850000556307941683",2023,model
"Fine scale spatialised prospective modelling-a methodological approach. Application to water management in Brittany","2478631224755263640",2011,method
"Eau, territoires et changements globaux: vers une approche systémique et participative de modélisation pour concevoir et agir en complexité","11595008326557329191",2023,theory
"Diversity and complementarity of agent-based models in the social sciences","11510741739643791680",2014,theory
"Hierarchy and co-evolution processes in urban systems","1292701935588518234",2020,model
"Energie, territoire et Path dependence: enjeux spaciaux et territoriaux d'une déclinaison régionale de la transition énergétique en Provenc-Alpes-Côte d'Azur","12340118650913116341",2016,empirical
"A framework for modeling payments for ecosystem services with agent-based models, Bayesian belief networks and opinion dynamics models","13607391447268004256",2013,model
"A geographic automata model of residential mobility","6028407821921965195",2007,model
"Modeling urban growth with GIS based cellular automata and least squares SVM rules: a case study in Qingpu–Songjiang area of Shanghai, China","9908841808808653453",2016,model
"A Test of the Markov Prediction Model: The Case of Isparta","10500459453993192082",2022,model
"A review of approaches to land use changes modeling","5432998060415647808",2019,theory
"Révolution des technologies de communication et représentations du monde. 3: Au risque de l'expérimentation","17777839112385311709",2005,theory
"Etalement urbain et évaluation de son impact sur la biodiversité, de la reconstitution des trajectoires à la modélisation prospective. Application à une agglomération …","13475836483669859920",2009,empirical
"Metropolization and polycentrism in the European Urban system","1842172733961160003",2018,empirical
"Indirect evidence of network effects in a system of cities","8936759116103145625",2020,model
"Simulating urban expansion and scenario prediction using a cellular automata urban growth model, SLEUTH, through a case study of Karaj City, Iran","13554759334207470592",2015,model
" Simulation of land use changes using cellular automata and artificial neural network","4609271675638937512",2012,model
" Aplicación de un modelo basado en autómatas celulares irregulares para la simulación de escenarios futuros de cambios de uso de suelo urbano","6619187869731910859",2023,model
"Fonction centrale et fonction administrative des villes petites et moyennes sud africaines","11477626183514561642",2002,empirical
"Peut-on estimer la singularité des villes (post-) soviétiques?","4419747997664713543",2017,empirical
" Spatial dynamic models for inclusive cities: A brief concept of cellular automata (CA) and agent-based model (ABM)","6214594552752587327",2015,theory
" Agent-Based Modeling of Spatial Economic Systems: а Review","16365503483385590931",2021,theory
"Geographic Vector Agents from Pixels to Intelligent Processing Units","8184965040173546344",2017,theory
" Land use change simulation and prediction using integrated cellular automata models: A case study of Ipswich City, Australia","1364612670262997555",2020,model
"Modèle dynamique des mobilités résidentielles intra-urbaines à Bogotá","16223897129293821859",2007,model
"Markov–cellular automata in geospatial analysis","8824813818215042384",2012,theory
"Interdependency of self-organisation and planning: evidence from Nanluoguxiang, Beijing","1399793857700600199",2016,empirical
"Simulating complex urban behaviours with AI: Incorporating improved intelligent agents in urban simulation models","16130625921377345185",2024,model
" 基于多智能体的居住区位空间选择模型","8926340441287010750",NA,NA
"Impacts of skill centrality on regional economic productivity and occupational income","17493335563309119471",2022,empirical
"The US urban system: from colonial settlement to global urban center, an original trajectory","7451149765202862028",2018,empirical
"Exploring normative scenarios of land use development decisions with an agent-based simulation laboratory","398482189323135262",2010,model
" Cellular Automata and Agent Base Models for Urban Studies: From Pixels to Cells to Hexa‐dpi's","6290625326877752971",2011,method
" An evolutionary theory for interpreting urban scaling laws","4032759008048105645",2006,theory
"Simulating sprawl","14850041511135646881",2006,model
"Le rôle du déséquilibre de l'armature urbaine dans l'aggravation de la crise de l'habitat-Cas de Biskra","12737543409044167438",2019,empirical
"Bayesian networks and agent-based modeling approach for urban land-use and population density change: a BNAS model","11628356321874446616",2013,model
"Les réseaux techniques comme vecteur de propagation des risques en milieu urbain-Une contribution théorique et pratique à l'analyse de la résilience urbaine","9849188275803721144",2012,theory
"Caractériser la vulnérabilité énergétique d'un territoire par analogie à la dynamique des systèmes. Analyse comparée des îles du Sud-Ouest de l'Océan Indien","13400679802564584577",2023,empirical
"Contribuições metodológicas ao Planejamento Urbano: comparação de métodos de análise multivariada e modelos de mudança da paisagem urbana-aplicações na …","14873310335084750661",2015,method
"Strategies for landscape ecology: An application using cellular automata models","14099365489917186228",2008,model
" Residential concentration pattern analysis of Urban cluster dynamics assessment","6748623108297327327",NA,empirical
" Modeling cities and regions as complex systems: From theory to planning applications","14546597292812327686",2015,theory
"An agent‐based modelling approach to evaluate factors influencing bioenergy crop adoption in north‐east Scotland","14115454633397439462",2016,model
" A modular modelling framework for hypotheses testing in the simulation of urbanisation","15591873270705667361",2015,method
"Network-entropy-based morphological polycentricity in 1851-1881 England and Wales","12850998303570766612",2024,empirical
"Fractal dimensions derived from spatial allometric scaling of urban form","4359567469356689365",2019,method
" Self-organization and the city","4791510631210151241",2009,theory
" The Choice of Actor Variables in Agent-Based Cellular Automata Modelling Using Survey Data","11588897375258232213",2022,method
" Mondialisation, investissements et évolution du système des villes sud-africaines","1716752881343058308",2003,empirical
" Application of spatial analysis methods for understanding geographic variation of prices, demand and market success","14317451464927013447",2010,empirical
" Planning within complex urban systems","8914685076928259473",2020,theory
"Comparer deux types de systèmes de villes par la modélisation multi-agents","15858966100048312561",2010,model
" An evolutionary approach to adaptive image analysis for retrieving and long-term monitoring historical land use from spatiotemporally heterogeneous map …","10300868924320363705",2015,method
" An urban cellular automata model for simulating dynamic states on a local scale","11466738643818127620",2016,model
"Urban science: Integrated theory from the first cities to sustainable metropolises","3482070207463133474",2020,theory
"La théorie des jeux pour la modélisation et la simulation de l'émergence et de la dynamique des systèmes de villes","9806956330149457295",2021,theory
" A utility-based suitability framework for integrated local-scale land-use modelling","12708138509920506130",2015,model
"The food-water-land-ecosystems nexus in Europe: an integrated assessment","18126636024288778505",2016,empirical
" Representação do Sistema de Atividades e sua Interação com o Sistema de Transportes","5133943832097720576",2013,empirical
" Video games and urban simulation: new tools or new tricks?","15363435225343605206",2012,theory
" 基于多主体行为决策的城市居住用地利用效用情景分析","2804442059534210592",2011,NA
" Transferable development rights (TDR) in Switzerland: simulating a TDR market with agent-based modeling","15959754361930407358",2013,model
"1.18 Present Research Frontiers in Geomorphology","10226089582556174146",2013,theory
"Modeling urban land use changes using support vector machines","6384063556662246300",2016,model
"Logistic regression and cellular automata-based modelling of retail, commercial and residential development in the city of Ahmedabad, India","2734237425750224085",2014,model
"A review of methodological integration in land-use change models","6689605415688236736",2016,theory
"Centrally located yet close to nature: A prescriptive agent-based model for urban design","13950139676001033952",2019,model
"Characterization of neighborhood sensitivity of an irregular cellular automata model of urban growth","9077223736325047285",2015,method
"Why is economic geography not an evolutionary science? Towards an evolutionary economic geography","16875221460792119298",2006,theory
"Generative modelling and geosimulation","4434254027941715115",2024,theory
"Urban growth processes joining cellular automata and multiagent systems. Part 1: theory and models","4057957235966487827",2008,model
" Coloproctology","15658680051106012754",2017,NA
"The Future of Applied Geocomputation","5795512676462851377",2015,theory
" Simulating block-level urban expansion for national wide cities","9300296913567410405",2017,model
"The evolution of the systems of cities literature since 1995: Schools of thought and their interaction","12091102304230046865",2018,theory
"Calibration of a multi-criteria evaluation based cellular automata model for Indian cities having varied growth patterns","2350502882604088236",2018,model
" Théoriser la ville","14162191770577281390",1996,theory
"基于 Agent 的城市扩张占用耕地动态模型及模拟","16029727241008368606",2014,NA
"La traduction collaborative activiste 2.0: approche complexe de Translating the printemps érable","4298275462141731375",2018,theory
"Defining urban and rural regions by multifractal spectrums of urbanization","9652702252556993990",2016,method
"Identifying urban agglomerations in China based on density–density correlation functions","16988103073689805763",2022,empirical
"A comparison between complexity and temporal GIS models for spatio-temporal urban applications","15630785130865182768",2007,method
"La géographie structurale","15855636071697404986",2001,theory
" Modélisation prospective spatialisée à l'échelle locale: approche méthodologique","17195122679964770654",2008,method
"La configuration urbaine comme outil d'orientation des comportements Cas d'étude des transformations urbaines dans la vieille ville de Constantine","3894326160736404348",2018,empirical
" Fabriquer des territoires: utopies, modèles et projets","2683577141358302492",2005,theory
" Self Organizing Maps for urban modelling","11058764137182940551",2007,theory
"Modelling land use and land cover dynamics of Dedza district of Malawi using hybrid Cellular Automata and Markov model","5802582186070909483",2020,model
" A dynamic settlement simulation model: Applications to urban growth in Thailand","14502551508979800835",2006,model
" 多智能体城市土地扩张模型及其应用","11119052320941537249",NA,NA
"Effects of agent heterogeneity in the presence of a land-market: A systematic test in an agent-based laboratory","7327398212073041981",2013,method
" Simulating Urban Growth with Raster and Vector Models: A Case Study for the City of Can Tho, Vietnam","17475485887598651872",NA,model
"Spatial science and network science: review and outcomes of a complex relationship","13563164485041313186",2014,theory
"Agent-based model of land system: Theory, application and modelling framework","179061264920158554",2020,theory
" 基于 MAS 模型的土地利用空间优化研究方法综述","14256501584050373565",NA,NA
" XXXII CONFERENZA ITALIANA DI SCIENZE REGIONALI","928251010161207633",NA,NA
" Bretagnolle A., Pumain D., Vacchiani-Marcuzzo C.(2009), The organisation of urban systems, in Lane, Pumain, Van der Leeuw, West (eds), Complexity …","10777837619049745412",NA,theory
"Land rent and the center–periphery model","16648087616966398399",2022,theory
"Identification of causalities in spatio-temporal data","7600160264293043119",2017,method
"Representation of decision-making in European agricultural agent-based models","3891063845645623321",2018,theory
"A scala library for spatial sensitivity analysis","2854144428710521623",2020,tool
" Agent-based modelling for green space allocation in urban areas","5045099464611326701",2015,model
" An evolutionary model of urban systems","15631328855866469044",1998,model
" Série RECHERCHE no 27","2019532006654725640",2002,NA
" Une approche pour supporter l'analyse qualitative des suites d'actions dans un environnement géographique virtuel et dynamique: l'analyse What-if comme …","4170135701418065292",2009,method
"Simulating Urban Growth with Raster and Vector models: A case study for the city of Can Tho, Vietnam","7408391816853782004",2016,model
"Why retailers cluster: an agent model of location choice on supply chains","14351467092924630850",2011,model
" Multi Agent System: three behavioural frameworks integrated into a GIS","1697426113238794186",2004,method
"Urban Growth Patterns and Drivers in Florida, the United States: Parcel-Based New Measures and Modeling of Multi-Scale Factors","4077969345407716756",2017,model
"Big Data (R) evolution in Geography: Complexity Modelling in the Last Two Decades","16759646571331080254",2024,theory
"Rapport final du projet Harmonie-cités (ANR Corpus et Outils de la Recherche en SHS édition 2007)","14738539401970560787",2011,NA
"Les villes intermédiaires dans le Monde arabe. Genèse, maillage et dynamique","14156990064221323656",2007,empirical
"Les modèles urbains en économie et géographie. Approche comparée","3317849701440808316",2001,theory
" Ville, complexité, incertitude. Enjeux de connaissance pour le géographe et l'urbaniste.","4551351286063640683",2018,theory
"From actors to agents in socio-ecological systems models","15119196186456114606",2012,theory
"VecGCA: a vector-based geographic cellular automata model allowing geometric transformations of objects","4634218601134366459",2008,model
" An Analysis of the Reasons for the Decline of the Position of Tabriz Metropolis in the Urban System of Iran and the Prediction of its Population and Position by …","16194799609907495209",2021,empirical
" Bölge için stratejik mekânsal planlama (smp) metodolojisi","5517482389685329652",2020,NA
"Etalement urbain et fragmentation. Chennai, un exemple en Inde du Sud","5200125483783613267",2007,empirical
"Relating complexities for the reflexive study of complex systems","9617054771264318675",2020,theory
"Integrating multi-agent evacuation simulation and multi-criteria evaluation for spatial allocation of urban emergency shelters","8466178633542623795",2018,model
"Agent-based modelling for urban planning current limitations and future trends","12534022648456564454",2016,theory
" Structures spatiales et mises en réseaux de villes pour la régionalisation des territoires","15777658632163739499",2004,empirical
"A cellular automata model to simulate land-use changes at fine spatial resolution","15327834591230012120",2012,model
"Modelling urban trajectories: the subjective biography of a scientific question","9908723614236887147",2021,theory
"Implementation and calibration of a new irregular cellular automata-based model for local urban growth simulation: The MUGICA model","14402288554434719427",2019,model
"Modelling human-fire interactions: combining alternative perspectives and approaches","3115160397838379185",2021,model
" A geographic information systems and cellular automata-based model of informal settlement growth","12813710727511180176",2004,model
"Evolving urbanisation policies-using a statistical model to accelerate optimisation over agent-based simulations","15410774846022376480",2013,model
"Recent advances in urban system science: Models and data","3037091867816596395",2022,theory
"Adaptive modeling for spatial emergence within complex systems","3937329946303627217",2009,method
"Towards representing human behavior and decision making in Earth system models–an overview of techniques and approaches","7091043670203857466",2017,theory
" Note sur l'auteur","10577424752197941160",2003,NA
"The substantial share of small towns in India's system of cities","1979301301794801359",2017,empirical
" French urban systems: a relational approach. Traduction","3660973069784162450",2020,empirical
"Geoprospective modelling of a crossborder system. The case of the high speed railway project (LGV PACA) in the French, Italian and Monaco region","12070478777384524442",2010,empirical
"Logiques et contradictions du trafic transalpin dans le contexte politique et social européen","2417124781310368627",2007,theory
" Using geo-spatial agent-based models for studying cities","12764942180912056508",2010,model
" Dinámica reciente del sistema urbano chileno 1970-2002: integración a escala nacional","438517662203966989",2012,empirical
" MAGéo, une plateforme de modélisation et de simulation multi-agent pour les sciences humaines","12840992068508840020",2015,tool
"Conclusion: Toward a methodology for multi-scalar urban system policies","633448667674673925",2018,theory
"Urban growth modeling based on a game between farmers and governments: Case study of urban fringe in Wuhan, Hubei Province in China","8852921167805956340",2016,model
"Introducing endogenous transport provision in a LUTI model to explore polycentric governance systems","11198549640897759500",2021,model
"Agent-based modeling of complex social–ecological feedback loops to assess multi-dimensional trade-offs in dryland ecosystem services","12817198321343757473",2017,model
"Implementation of a dynamic neighborhood in a land-use vector-based cellular automata model","12415251712398625868",2009,model
"Online/offline evolutionary algorithms for dynamic urban green space allocation problems","11670584318614817991",2017,method
" Dynamic land use/cover change modelling: Geosimulation and agent-based modelling","4030544258293931923",2011,theory
"Les villes françaises en décroissance dans le temps long (1968-2017): une typologie des trajectoires en fonction des composantes démographiques, des …","3913737327479688316",2023,empirical
"Agent-Based Modeling From Individual Residential Choice","1452163770949878688",2004,model
" Space-time contraction and the dynamics of urban systems","12441624726891572241",1998,theory
"Une théorie géographique pour la loi de Zipf","1113870284652086309",2012,theory
" Cellular automata for urban growth modeling: a chronological review on factors in transition rules","11558268282976013442",2013,theory
"Vers une mise en observation des systèmes énergétiques territoriaux: une approche géographique pour territorialiser l'énergie","17255720669630635133",2014,theory
" Entwicklung eines fernerkundungsgest tzten Modellverbundes zur Simulation des urban-ruralen Landnutzungswandels in Nordrhein-Westfalen","10754742656335349282",2012,model
" El espacio urbano metropolitano español en el cambio de siglo","6037409473121585627",2018,empirical
"Aggregate and disaggregate dynamic spatial interaction approaches to modeling coin diffusion","16144601213187361816",2017,model
" Magister en: Architecture","18124043294849763286",NA,NA
"Land use change modeling with sleuth: Improving calibration with a genetic algorithm","11369649761762185406",2017,method
"Futures. The Journal of policy, planning and futures studies Five anticipation communities in complex systems sciences","892191973310887584",2020,NA
"An agent based model of community authority structure resilience","12657962389873449623",2016,model
" Central Places and the Environment: Investigations of an Interdependent Relationship","12851317749289969089",2014,theory
"The spatial determinants of innovation diffusion: Evidence from global shipping networks","13057072895353731612",2022,empirical
"Types of computer models in spatial planning","4863334784880323313",2010,theory
"Spatiotemporal analysis of the housing bubble's contribution to the proliferation of illegal landfills–The case of Gran Canaria","1982570863137217272",2019,empirical
"Linking land change with driving forces and actors: four conceptual models","5718900232420784853",2010,theory
"Comparative framework for spatially explicit urban growth modeling for monitoring urban land-use efficiency and sustainable urban development (SDG 11.3. 1): A …","14079736238754356379",2022,model
"La ville sous électrodes: de la mesure à l'évaluation de la pollution atmosphérique automobile.: vers une simulation multi-agents du trafic routier en milieu urbain","337442039520773282",2016,model
"Simulating urban dynamics and international governance of transportation infrastructure projects","2933333498390308579",2021,model
" Calibrating and validating cellular automata models of urbanization","10473902220784554994",2011,method
"Smart Cities: Distributed Intelligence or Central Planning?","11069026080307767983",2017,theory
" 中国城市化水平的自回归与功率谱分析","8974900563299565710",NA,NA
"From an agent-based laboratory to the real world: Effects of “neighborhood” size on urban sprawl","16919805939895412327",2023,method
"Two metropolisation gradients in the European system of cities revealed by scaling laws","14101764813994731018",2019,empirical
"Complexity science, complex systems, and land-use research","9873030397668598844",2005,theory
" Simulating sprawl: A dynamic entity-based approach to modeling North American suburban sprawl using cellular automata and multi-agent systems.","16405325934643324713",2004,model
"A new tool for epidemiology: the usefulness of dynamic-agent models in understanding place effects on health","1537077094739076206",2008,theory
" Agent-Based Models","13442546771876696591",NA,theory
" Urban resilience discourse analysis: towards a multi-level approach to cities","17509967158860754330",2018,theory
"Assessing High-Speed Rail's impacts on land cover change in large urban areas based on spatial mixed logit methods: a case study of Madrid Atocha railway station …","4131658970777699342",2014,empirical
"Villes en décroissance,«Shrinking Cities», Construction d'un objet international de recherche","7890176115679711097",2012,theory
"A geographic object-based approach in cellular automata modeling","7918076557372419060",2010,method
"An agent-based approach to model future residential pressure on a regional landscape","9206591940188996109",2009,model
"A comparison of proximity and accessibility drivers in simulating dynamic urban growth","13627932391143778330",2021,method
" Validating spatial patterns of urban growth from a cellular automata model","6112181315408307205",2013,model
" On Cells and Agents–Geosimulation of Urban Sprawl in Western Germany by Integrating Spatial and Non-Spatial Dynamics","16320067808128385345",2014,model
" 基于多智能体系统的空间决策行为及土地利用格局演变的模拟","12857943613774111115",NA,NA
"Analyse diachronique de la croissance du réseau ferroviaire français entre 1860 et 1930: entre expansion connexionniste et sélection hiérarchique?","10840008293770630241",2020,empirical
"Influence of incentive networks on landscape changes: a simple agent-based simulation approach","7648047597476395435",2013,model
"Economic trajectories of cities and scaling laws1","2407503307934006577",2024,empirical
"Evolution of urban hierarchies under globalisation in Western and Eastern Europe","9438303809091752678",2020,empirical
"Reinterpreting central place networks using ideas from fractals and self-organized criticality","17871849246124099054",2006,empirical
" Urban growth prediction: a review of computational models and human perceptions","14812892332104096387",2012,theory
"Réflexions géographiques sur l'usage des systèmes multi agents dans la compréhension des processus d'évolution des territoires viticoles de fortes pentes: le cas de …","15689637691026915847",2015,theory
"Au fondement du potentiel touristique d'un territoire: un processus de nature anthropologique et géopolitique","9220858335006871716",2007,theory
"Processes that Create Centralities and Hierarchies in Human Geography","14265308164281104377",2025,theory
"Spatial fluctuations as signatures of self-organization: a complex systems approach to landscape dynamics in Rondônia, Brazil","4810527467325424349",2005,empirical
