Do the world's largest cities follow Zipf's and Gibrat's laws?,10635241176644200645,2014,e
The growth and decline of small towns as a probability process,13074836127622625499,1965,mo
The evolution of city size distributions,5887314108960337758,2004,e
An activity-based cellular automaton model to simulate land-use dynamics,4054868862553008618,2012,mo
Zipf's law for Russian cities: Analysis of new indicators,11153221169982204439,2020,e
"Knowledge exchange, matching, and agglomeration",585738218557887260,2006,mo
 Les enjeux géographiques du développement économique,12120858871471847876,2009,th
Evidence of economic regularities and disparities of Italian regions from aggregated tax income size data,14329996689186310554,2015,e
Spatial growth and industry age,14008467231092771648,2009,e
Evolving rank-size distributions of intra-metropolitan urban clusters in South China,7799942366285626788,2009,e
 World city network: a global urban analysis,5813750197845728778,2015,e
Testing the Zipf's law under heterogeneous urban-rural hierarchies with spatial quantile regressions,12873554588575648268,2025,e
 Géographie fractale: fractals auto-similaire et auto-affine,12993622570197321935,2011,th
On the distribution of links in the interbank network: evidence from the e-MID overnight money market,11905679385725543094,2015,e
Drivers of agglomeration: Geography vs. history,2496215348279584356,2009,th
A reconsideration of the NAS rule from an industrial agglomeration perspective,1650715820190248086,2009,e
Las ciudades mexicanas: perspectivas de estudio en el siglo XIX,18340590137352019897,1972,e
 Social and economic networks,8226438440146037871,2008,th
 La loi de Zipf dans la science régionale: entre anciennes controverses et nouvelles perspectives,16501420394885114477,2009,th
Landscape variables impact the structure and composition of butterfly assemblages along an urbanization gradient,17893379889012683212,2011,e
 City location and economic development,18116097835343280176,2016,mo
 Городская система современной России,2328317173789634239,2018,NA
"The size, scale, and shape of cities",15044322630537882468,2008,th
Knowledge growth and the allocation of time,13817563934428847430,2014,mo
There is more than a power law in Zipf,11314931719954730393,2012,mo
Characterising and modeling the co-evolution of transportation networks and territories,15981576282195943631,2021,mo
Les théories de la croissance urbaine,14913854938831824012,2011,th
The discrete dynamics of small-scale spatial events: agent-based models of mobility in carnivals and street parades,7691898604296803441,2003,mo
 Historical urban growth in Europe (1300–1800),15551911845296325683,2019,e
Spatial distribution of economic activities in Japan and China,3620850283257358836,2004,e
Mathematical models to explain the origin of urban scaling laws,8583565396233278188,2023,th
Cities and growth: Theory and evidence from France and Japan,17554079060902156150,1997,e
Urbanisation and city size distribution in China,9356126475290469774,2002,e
A geographic automata model of residential mobility,6028407821921965195,2007,mo
"Construction land expansion and cultivated land protection in urbanizing China: Insights from national land surveys, 1996–2006",16587259681832209473,2015,e
Indirect evidence of network effects in a system of cities,8936759116103145625,2020,mo
 Rank-size distribution of cities and municipalities in Bangladesh,10252852517869206613,2020,e
La croissance urbaine chinoise reconsidérée,5803589685036185965,2008,e
Dynamics of ranking,9352763157241225882,2022,mo
Attracting and retaining knowledge workers in knowledge cities,1528355091138509557,2007,e
"Hierarchy, complexity, society",5873530261500875792,2006,th
Spatially distributed social complex networks,13304083059336328113,2014,th
Why is economic geography not an evolutionary science? Towards an evolutionary economic geography,16875221460792119298,2006,th
Urbanization and growth,92023089155177535,2004,mo
The distribution of wealth in the Blanchard–Yaari model,10619063388234704375,2016,mo
"Global city size hierarchy: Spatial patterns, regional features, and implications for China",7074937218911753150,2017,e
"The global distribution of economic activity: nature, history, and the role of trade",7749475351169518237,2018,th
A note on city size distributions,15902648075684993196,NA,th
" European Urbanization, 1500-1800",7919671052621212212,2013,e
Distance-weighted city growth,11847317527162353966,2013,mo
 Urban growth prediction: a review of computational models and human perceptions,14812892332104096387,2012,th
 Collective action and exchange: A game-theoretic approach to contemporary political economy,15607506443160343746,2013,th
Applications of statistical physics in finance and economics,11633357796757212764,2009,th
The attributes of resilience: a tool in the evaluation and design of earthquake-prone cities,17083278333851140812,2014,mo
" Столицы. Их многообразие, закономерности развития и перемещения",15361523843723167701,2014,NA
 Introduction to computational social science,7004246026718578944,2014,th
Rank-size distributions of Chinese cities: macro and micro patterns,14520892383146468748,2016,e
Time-series analysis of clusters in city size distributions,17616508970035823252,2005,e
A spatial network explanation for a hierarchy of urban power laws,10937425816562764529,2005,mo
El proceso de urbanización y el crecimiento económico en México,8501901084009440443,2004,e
China's urban development policies and city growth dynamics: An analysis based on the Gibrat's Law,14556603741101883873,2017,e
" 自然条件, 行政等级与中国城市发展",17827760771319062910,2015,NA
Knowledge spillovers and inequality,577682408574277457,2002,mo
Agent‐based models and the spatial sciences,2385798242732259920,2010,th
Do economic reforms accelerate urban growth? The case of China,9925078178237206241,2004,e
Some foundations for Zipf's law: Product proliferation and local spillovers,2530586887892886399,2006,mo
"Sustainable urbanization using high speed rail (HSR) in Karnataka, India",8168633567556100740,2013,e
 Metrópolis de Colombia: aglomeraciones y desarrollo,16845151448559268394,2013,e
 Nuevas teorías y enfoques conceptuales sobre el desarrollo regional:¿ Hacia un nuevo paradigma?,12757685067303073590,2003,th
Re-examining historical energy transitions and urban systems in Europe,8057211071971732624,2016,e
Universality of Zipf's law,17120896682766374594,2010,e
An analysis of urban size and territorial location effects on employment probabilities: the Spanish case,3420019659498487465,2010,e
Introduction: Mapping changes in urban systems,13781966100041105414,2010,th
Systemic risk in banking networks: Advantages of “tiered” banking systems,13575390808835271691,2014,e
Is there a new urbanism? The growth of US cities in the 1990s,1745151923383653052,2001,e
"Globalization, integration and regional specialization",5428720696946005864,2000,mo
The number‐average size rule: a new empirical relationship between industrial location and city size,5924927340867227737,2008,e
The spatial distribution of US cities,865193615941819274,2019,e
Spatial scaling of stable night lights,4704068805408411744,2011,e
A statistical physics view of financial fluctuations: Evidence for scaling and universality,5009848336995518905,2008,mo
